,Company,Pictogram,Text,Face,TextArea,category,label
4771,wesco distribution,False,False,False,0.0,Abstract mark,1
4772,finning (canada),False,False,False,0.0,Abstract mark,1
4774,oath,False,False,False,0.0,Abstract mark,1
4775,ricardo,False,False,False,0.0,Abstract mark,1
4776,ministerio de educacion de la republica dominican,False,False,False,0.0,Abstract mark,1
4777,sykehuset innlandet,False,False,False,0.0,Abstract mark,1
4779,agriculture and agri-food canada,False,False,False,0.0,Abstract mark,1
4780,university of wisconsin - whitewater,False,False,False,0.0,Abstract mark,1
4781,henry county public schools,False,False,False,0.0,Abstract mark,1
4782,work from home,False,False,False,0.0,Abstract mark,1
4789,a-star,False,False,False,0.0,Abstract mark,1
4790,caf,True,False,False,0.0,Pictorial mark,0
4791,neiman marcus,False,False,False,0.0,Abstract mark,1
4792,jos. a. bank clothiers,False,False,False,0.0,Abstract mark,1
4793,elon university,False,False,False,0.0,Abstract mark,1
4800,patagonia,False,False,False,0.0,Abstract mark,1
4801,hach,False,False,False,0.0,Abstract mark,1
4802,comarch,False,False,False,0.0,Abstract mark,1
4804,uel - universidade estadual de londrina,False,False,False,0.0,Abstract mark,1
4813,sungard availability services,True,False,False,0.0,Pictorial mark,0
4814,buffalo state college,False,False,False,0.0,Abstract mark,1
4817,amp,False,False,False,0.0,Abstract mark,1
4818,uab medicine,True,False,False,0.0,Pictorial mark,0
4825,amity university,False,False,False,0.0,Abstract mark,1
4826,"self enhancement, inc.",False,False,False,0.0,Abstract mark,1
4830,the disney store,False,False,False,0.0,Abstract mark,1
4831,koch industries,False,False,False,0.0,Abstract mark,1
4836,banco bci,False,False,False,0.0,Abstract mark,1
4839,cox communications,True,False,False,0.0,Pictorial mark,0
4841,"dmi (digital management, inc.)",False,False,False,0.0,Abstract mark,1
4845,not currently working,False,False,False,0.0,Abstract mark,1
4846,zte,False,False,False,0.0,Abstract mark,1
4848,vca,False,False,False,0.0,Abstract mark,1
4850,petrochina,False,False,False,0.0,Abstract mark,1
4856,primark stores limited,True,False,False,0.0,Pictorial mark,0
4858,eb,False,False,False,0.0,Abstract mark,1
4861,brown and caldwell,False,False,False,0.0,Abstract mark,1
4862,southwest airlines,False,False,False,0.0,Abstract mark,1
4864,nec,False,False,False,0.0,Abstract mark,1
4865,secretaría de educación del distrito,True,False,False,0.0,Pictorial mark,0
4874,bloomingdale's,False,False,False,0.0,Abstract mark,1
4875,brp,False,False,False,0.0,Abstract mark,1
4879,kellogg company,False,False,False,0.0,Abstract mark,1
4882,nebo school district,False,False,False,0.0,Abstract mark,1
4883,sparrow health system,False,False,False,0.0,Abstract mark,1
4884,positivo informática,False,False,False,0.0,Abstract mark,1
4887,lucky brand,False,False,False,0.0,Abstract mark,1
4890,linköping university,False,False,False,0.0,Abstract mark,1
4893,bayport financial services,False,False,False,0.0,Abstract mark,1
4897,hcl technologies (infrastructure services division),False,False,False,0.0,Abstract mark,1
4904,sopra steria,False,False,False,0.0,Abstract mark,1
4905,bertrandt,False,False,False,0.0,Abstract mark,1
4911,cargill,False,False,False,0.0,Abstract mark,1
4914,saloncentric - a division of l'oreal usa,False,False,False,0.0,Abstract mark,1
4915,clifford chance llp,False,False,False,0.0,Abstract mark,1
4916,mnc group,False,False,False,0.0,Abstract mark,1
4917,calvin klein,False,False,False,0.0,Abstract mark,1
4921,telemont engenharia de telecomunicações sa,False,False,False,0.0,Abstract mark,1
4923,sony pictures entertainment,True,False,False,0.0,Pictorial mark,0
4927,university of south wales,False,False,False,0.0,Abstract mark,1
4929,universidade estadual de maringá,False,False,False,0.0,Abstract mark,1
4932,ixia,False,False,False,0.0,Abstract mark,1
4936,pt. trakindo utama,False,False,False,0.0,Abstract mark,1
4937,borgwarner inc.,False,False,False,0.0,Abstract mark,1
4939,christian dior couture,False,False,False,0.0,Abstract mark,1
4945,multiconsult,False,False,False,0.0,Abstract mark,1
4956,forsvaret,False,False,False,0.0,Abstract mark,1
4959,xl catlin,False,False,False,0.0,Abstract mark,1
4969,abercrombie & fitch,False,False,False,0.0,Abstract mark,1
4973,sytner group,False,False,False,0.0,Abstract mark,1
4979,nrk,False,False,False,0.0,Abstract mark,1
4981,trane,False,False,False,0.0,Abstract mark,1
4985,twitter,False,False,False,0.0,Abstract mark,1
4993,macquarie university,True,False,False,0.0,Pictorial mark,0
5000,pwc,False,False,False,0.0,Abstract mark,1
5001,splunk,False,False,False,0.0,Abstract mark,1
5010,condé nast,False,False,False,0.0,Abstract mark,1
5011,jda software,True,False,False,0.0,Pictorial mark,0
5015,dupont nutrition & health,False,False,False,0.0,Abstract mark,1
5018,fisheries and oceans canada,False,False,False,0.0,Abstract mark,1
5020,sutherland global services,False,False,False,0.0,Abstract mark,1
5022,arte,False,False,False,0.0,Abstract mark,1
5023,servicenow,False,False,False,0.0,Abstract mark,1
5025,pullman hotels & resorts,False,False,False,0.0,Abstract mark,1
5026,university of jyväskylä,False,False,False,0.0,Abstract mark,1
5027,salfacorp,True,False,False,0.0,Pictorial mark,0
5028,sabesp,False,False,False,0.0,Abstract mark,1
5034,lockton companies,False,False,False,0.0,Abstract mark,1
5036,"ansys, inc.",False,False,False,0.0,Abstract mark,1
5038,fairchild semiconductor,False,False,False,0.0,Abstract mark,1
5041,christie's,False,False,False,0.0,Abstract mark,1
5043,egyptair,False,False,False,0.0,Abstract mark,1
5044,epfl (école polytechnique fédérale de lausanne),False,False,False,0.0,Abstract mark,1
5045,department of health (wa health),False,False,False,0.0,Abstract mark,1
5049,brf,False,False,False,0.0,Abstract mark,1
5051,quala s.a.,False,False,False,0.0,Abstract mark,1
5052,swift,False,False,False,0.0,Abstract mark,1
5053,ics,False,False,False,0.0,Abstract mark,1
5055,rtbf,True,False,False,0.0,Pictorial mark,0
5057,dienst uitvoering onderwijs (duo),False,False,False,0.0,Abstract mark,1
5059,brq,False,False,False,0.0,Abstract mark,1
5060,active network,False,False,False,0.0,Abstract mark,1
5062,mace,False,False,False,0.0,Abstract mark,1
5069,maple leaf foods inc,False,False,False,0.0,Abstract mark,1
5075,axtel,False,False,False,0.0,Abstract mark,1
5090,wellington management,False,False,False,0.0,Abstract mark,1
5093,nutanix,False,False,False,0.0,Abstract mark,1
5095,ninguno,False,False,False,0.0,Abstract mark,1
5099,indoco remedies ltd,False,False,False,0.0,Abstract mark,1
5101,metro de santiago s.a.,False,False,False,0.0,Abstract mark,1
5103,saks fifth avenue,False,False,False,0.0,Abstract mark,1
5109,mktg,False,False,False,0.0,Abstract mark,1
5110,companhia siderúrgica nacional,False,False,False,0.0,Abstract mark,1
5111,stream global services,False,False,False,0.0,Abstract mark,1
5112,ssi,False,False,False,0.0,Abstract mark,1
5120,aon,False,False,False,0.0,Abstract mark,1
5122,recruitment compass,False,False,False,0.0,Abstract mark,1
5123,upc chello,False,False,False,0.0,Abstract mark,1
5127,rede globo,False,False,False,0.0,Abstract mark,1
5129,visteon corporation,True,False,False,0.0,Pictorial mark,0
5132,lawrence livermore national laboratory,False,False,False,0.0,Abstract mark,1
5133,cathay pacific airways,True,False,False,0.0,Pictorial mark,0
5135,university of tennessee health science center,False,False,False,0.0,Abstract mark,1
5137,maine medical center,False,False,False,0.0,Abstract mark,1
5138,lennar,False,False,False,0.0,Abstract mark,1
5139,css corp,False,False,False,0.0,Abstract mark,1
5141,the coca-cola company,False,False,False,0.0,Abstract mark,1
5153,ses,False,False,False,0.0,Abstract mark,1
5154,southern illinois university edwardsville,False,False,False,0.0,Abstract mark,1
5156,rowan university,False,False,False,0.0,Abstract mark,1
5160,info edge india ltd,False,False,False,0.0,Abstract mark,1
5162,dignity memorial funeral homes,False,False,False,0.0,Abstract mark,1
5168,escambia county schools,False,False,False,0.0,Abstract mark,1
5170,the home depot,True,False,False,0.0,Pictorial mark,0
5171,"elavon, inc.",True,False,False,0.0,Pictorial mark,0
5175,pepperdine university,False,False,False,0.0,Abstract mark,1
5179,austin health,False,False,False,0.0,Abstract mark,1
5182,politiet,False,False,False,0.0,Abstract mark,1
5184,clovis unified school district,True,False,False,0.0,Pictorial mark,0
5189,glencore,False,False,False,0.0,Abstract mark,1
5190,deloitte nederland,False,False,False,0.0,Abstract mark,1
5193,ovb allfinanz españa s.a.,False,False,False,0.0,Abstract mark,1
5194,under armour,False,False,False,0.0,Abstract mark,1
5199,tribunal de justica de sp,True,False,False,0.0,Pictorial mark,0
5200,law enforcement agencygovernment,False,False,False,0.0,Abstract mark,1
5202,university of tennessee at chattanooga,False,False,False,0.0,Abstract mark,1
5206,iupui,False,False,False,0.0,Abstract mark,1
5217,hitachi data systems,True,False,False,0.0,Pictorial mark,0
5219,lionsgate,False,False,False,0.0,Abstract mark,1
5224,my own,False,False,False,0.0,Abstract mark,1
5230,radisson blu,False,False,False,0.0,Abstract mark,1
5235,journeys,False,False,False,0.0,Abstract mark,1
5236,martins,False,False,False,0.0,Abstract mark,1
5239,al jaber group,False,False,False,0.0,Abstract mark,1
5242,etrade,False,False,False,0.0,Abstract mark,1
5243,nxp semiconductors,False,False,False,0.0,Abstract mark,1
5244,profuturo gnp,False,False,False,0.0,Abstract mark,1
5245,zenith,False,False,False,0.0,Abstract mark,1
5246,eskenazi health,False,False,False,0.0,Abstract mark,1
5249,royal enfield,False,False,False,0.0,Abstract mark,1
5251,vistaprint,False,False,False,0.0,Abstract mark,1
5253,jaiprakash associates limited,True,False,False,0.0,Pictorial mark,0
5256,university of cologne,False,False,False,0.0,Abstract mark,1
5260,aol,False,False,False,0.0,Abstract mark,1
5265,amd,False,False,False,0.0,Abstract mark,1
5267,temple university hospital,False,False,False,0.0,Abstract mark,1
5269,villanova university,False,False,False,0.0,Abstract mark,1
5272,supplemental health care,False,False,False,0.0,Abstract mark,1
5273,non-profit agency,True,False,False,0.0,Pictorial mark,0
5277,philippine airlines,False,False,False,0.0,Abstract mark,1
5282,fgv,False,False,False,0.0,Abstract mark,1
5285,taj hotels resorts and palaces,False,False,False,0.0,Abstract mark,1
5287,"expedia, inc.",False,False,False,0.0,Abstract mark,1
5288,ong,True,False,False,0.0,Pictorial mark,0
5289,myer,False,False,False,0.0,Abstract mark,1
5293,bart,False,False,False,0.0,Abstract mark,1
5295,james hardie building products,False,False,False,0.0,Abstract mark,1
5297,university of south carolina,False,False,False,0.0,Abstract mark,1
5298,pwc switzerland,False,False,False,0.0,Abstract mark,1
5300,jetstar airways,False,False,False,0.0,Abstract mark,1
5301,azusa pacific university,False,False,False,0.0,Abstract mark,1
5303,omya,True,False,False,0.0,Pictorial mark,0
5304,"berkshire hathaway homeservices fox & roach, realtors",False,False,False,0.0,Abstract mark,1
5305,a.s.r. de nederlandse verzekeringsmaatschappij voor alle verzekeringen,False,False,False,0.0,Abstract mark,1
5307,kennametal,False,False,False,0.0,Abstract mark,1
5310,dana-farber cancer institute,False,False,False,0.0,Abstract mark,1
5313,battelle,True,False,False,0.0,Pictorial mark,0
5317,moss adams llp,False,False,False,0.0,Abstract mark,1
5321,kentz - member of the snc lavalin group,False,False,False,0.0,Abstract mark,1
5336,jernbaneverket,False,False,False,0.0,Abstract mark,1
5338,joy global,False,False,False,0.0,Abstract mark,1
5344,daelim industrial,False,False,False,0.0,Abstract mark,1
5357,methodist health system,False,False,False,0.0,Abstract mark,1
5363,cheil worldwide,False,False,False,0.0,Abstract mark,1
5367,aalto university,False,False,False,0.0,Abstract mark,1
5369,berkshire hathaway homeservices,False,False,False,0.0,Abstract mark,1
5373,daimler ag,False,False,False,0.0,Abstract mark,1
5374,service corporation international,False,False,False,0.0,Abstract mark,1
5375,majid al futtaim,False,False,False,0.0,Abstract mark,1
5376,netease,False,False,False,0.0,Abstract mark,1
5387,coal india limited,True,False,False,0.0,Pictorial mark,0
5389,pt lion air,True,False,False,0.0,Pictorial mark,0
5396,fairfield university,False,False,False,0.0,Abstract mark,1
5401,turkish airlines,False,False,False,0.0,Abstract mark,1
5403,qantas,False,False,False,0.0,Abstract mark,1
5407,kate spade & company,False,False,False,0.0,Abstract mark,1
5411,dress barn,False,False,False,0.0,Abstract mark,1
5412,dresser-rand,False,False,False,0.0,Abstract mark,1
5422,alten,False,False,False,0.0,Abstract mark,1
5423,privé,False,False,False,0.0,Abstract mark,1
5425,tivit,False,False,False,0.0,Abstract mark,1
5427,moog inc.,True,False,False,0.0,Pictorial mark,0
5433,cowi,False,False,False,0.0,Abstract mark,1
5434,guerlain,False,False,False,0.0,Abstract mark,1
5435,sotheby's,False,False,False,0.0,Abstract mark,1
5437,ucsf medical center,False,False,False,0.0,Abstract mark,1
5438,dimension data,False,False,False,0.0,Abstract mark,1
5446,viacom,False,False,False,0.0,Abstract mark,1
5450,fleet management limited,False,False,False,0.0,Abstract mark,1
5454,baker hughes,False,False,False,0.0,Abstract mark,1
5455,rs components,True,False,False,0.0,Pictorial mark,0
5458,p.f. chang's china bistro,False,False,False,0.0,Abstract mark,1
5464,"jo-ann stores, llc.",False,False,False,0.0,Abstract mark,1
5466,winn-dixie,False,False,False,0.0,Abstract mark,1
5470,puig,False,False,False,0.0,Abstract mark,1
5472,steward health care,False,False,False,0.0,Abstract mark,1
5475,stony brook university,False,False,False,0.0,Abstract mark,1
5482,hcr manorcare,True,False,False,0.0,Pictorial mark,0
5484,bird & bird,False,False,False,0.0,Abstract mark,1
5488,ratp,False,False,False,0.0,Abstract mark,1
5490,yoox net-a-porter group,False,False,False,0.0,Abstract mark,1
5491,sodimac chile,False,False,False,0.0,Abstract mark,1
5492,free lance,False,False,False,0.0,Abstract mark,1
5493,td ameritrade,False,False,False,0.0,Abstract mark,1
5495,crossmark,False,False,False,0.0,Abstract mark,1
5497,"trc companies, inc.",False,False,False,0.0,Abstract mark,1
5498,university of modena and reggio emilia,False,False,False,0.0,Abstract mark,1
5499,south shore hospital,False,False,False,0.0,Abstract mark,1
5501,société générale,False,False,False,0.0,Abstract mark,1
5502,raiffeisen schweiz,False,False,False,0.0,Abstract mark,1
5507,hitachi,False,False,False,0.0,Abstract mark,1
5508,hilton worldwide,False,False,False,0.0,Abstract mark,1
5510,alcatel-lucent,False,False,False,0.0,Abstract mark,1
5511,banco popular,True,False,False,0.0,Pictorial mark,0
5514,samsonite,False,False,False,0.0,Abstract mark,1
5516,symantec,False,False,False,0.0,Abstract mark,1
5520,dd,False,False,False,0.0,Abstract mark,1
5525,industrial and commercial bank of china,False,False,False,0.0,Abstract mark,1
5529,mitel,False,False,False,0.0,Abstract mark,1
5536,basf,False,False,False,0.0,Abstract mark,1
5537,acn,False,False,False,0.0,Abstract mark,1
5540,georgia power company,True,False,False,0.0,Pictorial mark,0
5547,m&t bank,False,False,False,0.0,Abstract mark,1
5548,hitachi consulting,False,False,False,0.0,Abstract mark,1
5549,n-able technologies,False,False,False,0.0,Abstract mark,1
5551,uber,True,False,False,0.0,Pictorial mark,0
5561,uol - universo online,False,False,False,0.0,Abstract mark,1
5562,montefiore medical center,True,False,False,0.0,Pictorial mark,0
5563,volusia county schools,False,False,False,0.0,Abstract mark,1
5571,publicis touchpoint solutions,False,False,False,0.0,Abstract mark,1
5572,deluxe corporation,False,False,False,0.0,Abstract mark,1
5574,misys,False,False,False,0.0,Abstract mark,1
5575,uwv werkbedrijf,False,False,False,0.0,Abstract mark,1
5578,hexion inc.,False,False,False,0.0,Abstract mark,1
5580,hussmann,False,False,False,0.0,Abstract mark,1
5582,adia,False,False,False,0.0,Abstract mark,1
5586,knowledge universe,False,False,False,0.0,Abstract mark,1
5588,sep,True,False,False,0.0,Pictorial mark,0
5590,aritzia,False,False,False,0.0,Abstract mark,1
5591,turner industries,False,False,False,0.0,Abstract mark,1
5598,cas,False,False,False,0.0,Abstract mark,1
5600,legrand,False,False,False,0.0,Abstract mark,1
5602,utc aerospace systems,False,False,False,0.0,Abstract mark,1
5606,de rechtspraak,False,False,False,0.0,Abstract mark,1
5608,change healthcare,False,False,False,0.0,Abstract mark,1
5610,children's hospital los angeles (chla),False,False,False,0.0,Abstract mark,1
5612,energizer,False,False,False,0.0,Abstract mark,1
5613,arrow electronics,False,False,False,0.0,Abstract mark,1
5614,edwards,False,False,False,0.0,Abstract mark,1
5616,genworth financial,False,False,False,0.0,Abstract mark,1
5623,private company,False,False,False,0.0,Abstract mark,1
5633,springer nature,False,False,False,0.0,Abstract mark,1
5641,84 lumber,False,False,False,0.0,Abstract mark,1
5642,bill & melinda gates foundation,False,False,False,0.0,Abstract mark,1
5643,exos,False,False,False,0.0,Abstract mark,1
5646,bowling green state university,False,False,False,0.0,Abstract mark,1
5649,ica ingenieros civiles asociados,False,False,False,0.0,Abstract mark,1
5653,general dynamics,False,False,False,0.0,Abstract mark,1
5654,los angeles times,False,False,False,0.0,Abstract mark,1
5660,ust global,False,False,False,0.0,Abstract mark,1
5663,the university of british columbia,False,False,False,0.0,Abstract mark,1
5666,pimco,False,False,False,0.0,Abstract mark,1
5668,carnival corporation,False,False,False,0.0,Abstract mark,1
5669,disney abc television group,False,False,False,0.0,Abstract mark,1
5670,rhode island hospital,False,False,False,0.0,Abstract mark,1
5671,sbs,False,False,False,0.0,Abstract mark,1
5677,crompton greaves,False,False,False,0.0,Abstract mark,1
5681,selvstendig næringsdrivende,False,False,False,0.0,Abstract mark,1
5682,vogue,False,False,False,0.0,Abstract mark,1
5685,control risks,False,False,False,0.0,Abstract mark,1
5686,sony dadc,False,False,False,0.0,Abstract mark,1
5689,zalora group,False,False,False,0.0,Abstract mark,1
5690,clariant,False,False,False,0.0,Abstract mark,1
5691,olin corporation,False,False,False,0.0,Abstract mark,1
5694,charlotte russe,False,False,False,0.0,Abstract mark,1
5698,lcbo,False,False,False,0.0,Abstract mark,1
5699,tata steel,False,False,False,0.0,Abstract mark,1
5709,paytm,False,False,False,0.0,Abstract mark,1
5710,grupo konecta,False,False,False,0.0,Abstract mark,1
5711,conduent,False,False,False,0.0,Abstract mark,1
5724,telecom argentina,False,False,False,0.0,Abstract mark,1
5728,moneygram international,False,False,False,0.0,Abstract mark,1
5733,biomarin pharmaceutical inc.,True,False,False,0.0,Pictorial mark,0
5740,scentre group (owner and operator of westfield in aus and nz),False,False,False,0.0,Abstract mark,1
5744,la fitness,False,False,False,0.0,Abstract mark,1
5746,eastern washington university,False,False,False,0.0,Abstract mark,1
5752,first baptist church,False,False,False,0.0,Abstract mark,1
5759,pegasus airlines,False,False,False,0.0,Abstract mark,1
5760,deloitte italia,False,False,False,0.0,Abstract mark,1
5762,tafe nsw,False,False,False,0.0,Abstract mark,1
5763,aurora public schools,False,False,False,0.0,Abstract mark,1
5764,norton rose fulbright,True,False,False,0.0,Pictorial mark,0
5765,marubeni corporation,False,False,False,0.0,Abstract mark,1
5771,jefferies,False,False,False,0.0,Abstract mark,1
5773,young's market company,True,False,False,0.0,Pictorial mark,0
5780,dreamworks animation,False,False,False,0.0,Abstract mark,1
5782,"jeppesen, a boeing company",False,False,False,0.0,Abstract mark,1
5785,merrill edge,False,False,False,0.0,Abstract mark,1
5788,devon energy,False,False,False,0.0,Abstract mark,1
5789,the brick,False,False,False,0.0,Abstract mark,1
5790,le meridien hotels & resorts,False,False,False,0.0,Abstract mark,1
5802,blue cross and blue shield of louisiana,True,False,False,0.0,Pictorial mark,0
5803,coram cvsspecialty infusion services,False,False,False,0.0,Abstract mark,1
5806,export development canada  exportation et développement canada - edc,False,False,False,0.0,Abstract mark,1
5807,hermes,False,False,False,0.0,Abstract mark,1
5810,sky brasil,False,False,False,0.0,Abstract mark,1
5811,f. iniciativas,False,False,False,0.0,Abstract mark,1
5816,lincoln financial advisors,False,False,False,0.0,Abstract mark,1
5817,boise cascade,False,False,False,0.0,Abstract mark,1
5818,perkins+will,False,False,False,0.0,Abstract mark,1
5820,umeå university,False,False,False,0.0,Abstract mark,1
5823,bank of america merrill lynch,False,False,False,0.0,Abstract mark,1
5825,hunter douglas,True,False,False,0.0,Pictorial mark,0
5830,secret,False,False,False,0.0,Abstract mark,1
5836,enka,False,False,False,0.0,Abstract mark,1
5838,agh university of science and technology,False,False,False,0.0,Abstract mark,1
5841,next education india pvt ltd,False,False,False,0.0,Abstract mark,1
5842,intergraph,False,False,False,0.0,Abstract mark,1
5843,telmex,False,False,False,0.0,Abstract mark,1
5844,pharmacy,True,False,False,0.0,Pictorial mark,0
5847,river island,False,False,False,0.0,Abstract mark,1
5848,mediacorp pte ltd,False,False,False,0.0,Abstract mark,1
5850,"u.s. xpress, inc.",False,False,False,0.0,Abstract mark,1
5853,seniat,False,False,False,0.0,Abstract mark,1
5858,mccormick & company,False,False,False,0.0,Abstract mark,1
5863,agl energy,False,False,False,0.0,Abstract mark,1
5864,xavier university,False,False,False,0.0,Abstract mark,1
5867,shaw's supermarkets,False,False,False,0.0,Abstract mark,1
5869,"department of health & human services, victoria",False,False,False,0.0,Abstract mark,1
5872,médecins sans frontières (msf),False,False,False,0.0,Abstract mark,1
5873,axiom,False,False,False,0.0,Abstract mark,1
5876,hathway cable & datacom ltd,False,False,False,0.0,Abstract mark,1
5879,indiana university bloomington,False,False,False,0.0,Abstract mark,1
5882,dunnes stores,False,False,False,0.0,Abstract mark,1
5883,panacea biotec ltd,False,False,False,0.0,Abstract mark,1
5884,the madison square garden company,False,False,False,0.0,Abstract mark,1
5886,malakoff médéric,False,False,False,0.0,Abstract mark,1
5887,assa abloy entrance systems,False,False,False,0.0,Abstract mark,1
5888,allied bank limited,False,False,False,0.0,Abstract mark,1
5894,reitmans canada ltéeltd,False,False,False,0.0,Abstract mark,1
5895,the nature conservancy,False,False,False,0.0,Abstract mark,1
5896,imi precision engineering,False,False,False,0.0,Abstract mark,1
5898,sbb cff ffs,False,False,False,0.0,Abstract mark,1
5901,solid system team gmbh,True,False,False,0.0,Pictorial mark,0
5904,earth infrastructures ltd.,False,False,False,0.0,Abstract mark,1
5906,pko bank polski,False,False,False,0.0,Abstract mark,1
5909,ville de lausanne,False,False,False,0.0,Abstract mark,1
5913,chiesi group,False,False,False,0.0,Abstract mark,1
5916,statistics south africa,False,False,False,0.0,Abstract mark,1
5921,unichem laboratories limited,False,False,False,0.0,Abstract mark,1
5922,walt disney world,False,False,False,0.0,Abstract mark,1
5926,yardi,False,False,False,0.0,Abstract mark,1
5930,bnz,False,False,False,0.0,Abstract mark,1
5935,herc rentals,False,False,False,0.0,Abstract mark,1
5937,lifelabs medical laboratory services,True,False,False,0.0,Pictorial mark,0
5940,youtube,False,False,False,0.0,Abstract mark,1
5941,nats,False,False,False,0.0,Abstract mark,1
5944,"reynolds american, inc.",False,False,False,0.0,Abstract mark,1
5945,american red cross,False,False,False,0.0,Abstract mark,1
5949,endress+hauser group,False,False,False,0.0,Abstract mark,1
5953,escorts limited,False,False,False,0.0,Abstract mark,1
5959,anadarko petroleum corporation,True,False,False,0.0,Pictorial mark,0
5962,crédit agricole assurances,False,False,False,0.0,Abstract mark,1
5964,progress energy,False,False,False,0.0,Abstract mark,1
5967,universidad de chile,False,False,False,0.0,Abstract mark,1
5971,societe generale global solution centre,False,False,False,0.0,Abstract mark,1
5973,home health care,False,False,False,0.0,Abstract mark,1
5977,rwth aachen university,False,False,False,0.0,Abstract mark,1
5979,los angeles county metropolitan transportation authority,False,False,False,0.0,Abstract mark,1
5984,eastern michigan university,True,False,False,0.0,Pictorial mark,0
5986,urs corporation,False,False,False,0.0,Abstract mark,1
5991,phd,False,False,False,0.0,Abstract mark,1
5992,icare,False,False,False,0.0,Abstract mark,1
5993,kier group,False,False,False,0.0,Abstract mark,1
6008,asus,False,False,False,0.0,Abstract mark,1
6014,hypovereinsbank - unicredit bank ag,False,False,False,0.0,Abstract mark,1
6018,simon and schuster,False,False,False,0.0,Abstract mark,1
6021,apm terminals,False,False,False,0.0,Abstract mark,1
6025,leggett & platt,False,False,False,0.0,Abstract mark,1
6026,city of austin,False,False,False,0.0,Abstract mark,1
6027,bb,False,False,False,0.0,Abstract mark,1
6029,news corp,False,False,False,0.0,Abstract mark,1
6030,pella corporation,False,False,False,0.0,Abstract mark,1
6031,morgan stanley,False,False,False,0.0,Abstract mark,1
6032,crozer-keystone health system,False,False,False,0.0,Abstract mark,1
6036,aegon,False,False,False,0.0,Abstract mark,1
6038,florida institute of technology,False,False,False,0.0,Abstract mark,1
6039,st electronics,True,False,False,0.0,Pictorial mark,0
6041,mm,False,False,False,0.0,Abstract mark,1
6042,mining,False,False,False,0.0,Abstract mark,1
6044,deloitte france,False,False,False,0.0,Abstract mark,1
6045,"aptargroup, inc.",False,False,False,0.0,Abstract mark,1
6050,centurylink business for enterprise,False,False,False,0.0,Abstract mark,1
6059,boston college,False,False,False,0.0,Abstract mark,1
6064,none none none none none,False,False,False,0.0,Abstract mark,1
6065,foxtel,False,False,False,0.0,Abstract mark,1
6068,fico®,False,False,False,0.0,Abstract mark,1
6069,sapient,False,False,False,0.0,Abstract mark,1
6073,free-lance,False,False,False,0.0,Abstract mark,1
6076,ricoh americas corporation,False,False,False,0.0,Abstract mark,1
6077,eversheds,False,False,False,0.0,Abstract mark,1
6078,universal technical institute,False,False,False,0.0,Abstract mark,1
6080,fremantlemedia,False,False,False,0.0,Abstract mark,1
6089,jll,False,False,False,0.0,Abstract mark,1
6091,barnes & noble,False,False,False,0.0,Abstract mark,1
6093,jet airways,False,False,False,0.0,Abstract mark,1
6094,neste,False,False,False,0.0,Abstract mark,1
6098,laurens,False,False,False,0.0,Abstract mark,1
6099,mda,False,False,False,0.0,Abstract mark,1
6100,american heart association  american stroke association,True,False,False,0.0,Pictorial mark,0
6101,nestlé nespresso,False,False,False,0.0,Abstract mark,1
6103,gartner,False,False,False,0.0,Abstract mark,1
6105,università degli studi di torino,False,False,False,0.0,Abstract mark,1
6113,mgm,False,False,False,0.0,Abstract mark,1
6114,accenture interactive,False,False,False,0.0,Abstract mark,1
6122,"gibson, dunn & crutcher llp",False,False,False,0.0,Abstract mark,1
6125,"the metrohealth system (cleveland, oh)",False,False,False,0.0,Abstract mark,1
6126,rothschild,False,False,False,0.0,Abstract mark,1
6128,nnit,True,False,False,0.0,Pictorial mark,0
6130,hollister incorporated,False,False,False,0.0,Abstract mark,1
6138,nabors industries,False,False,False,0.0,Abstract mark,1
6139,mep,True,False,False,0.0,Pictorial mark,0
6141,telecom personal argentina,False,False,False,0.0,Abstract mark,1
6143,hsbc,False,False,False,0.0,Abstract mark,1
6148,des moines public schools,False,False,False,0.0,Abstract mark,1
6149,criteo,False,False,False,0.0,Abstract mark,1
6153,secretaria de estado da educação - see,True,False,False,0.0,Pictorial mark,0
6156,united methodist church,False,False,False,0.0,Abstract mark,1
6161,altus group,False,False,False,0.0,Abstract mark,1
6164,samsung engineering,True,False,False,0.0,Pictorial mark,0
6165,intercontinental hotels & resorts,False,False,False,0.0,Abstract mark,1
6166,ubisoft,False,False,False,0.0,Abstract mark,1
6167,eisneramper llp,False,False,False,0.0,Abstract mark,1
6174,ingram micro,False,False,False,0.0,Abstract mark,1
6180,teleperformance portugal,False,False,False,0.0,Abstract mark,1
6182,sd worx,False,False,False,0.0,Abstract mark,1
6184,bain & company,False,False,False,0.0,Abstract mark,1
6185,yacht,False,False,False,0.0,Abstract mark,1
6187,pt. frisian flag indonesia,False,False,False,0.0,Abstract mark,1
6189,espn,False,False,False,0.0,Abstract mark,1
6192,umeme ltd,False,False,False,0.0,Abstract mark,1
6193,lunds kommun,True,False,False,0.0,Pictorial mark,0
6197,svenska kyrkan,True,False,False,0.0,Pictorial mark,0
6198,red ventures,False,False,False,0.0,Abstract mark,1
6199,getty images,False,False,False,0.0,Abstract mark,1
6201,aje,False,False,False,0.0,Abstract mark,1
6206,bg group,False,False,False,0.0,Abstract mark,1
6207,alpla,False,False,False,0.0,Abstract mark,1
6214,"deppon logistics co., ltd",False,False,False,0.0,Abstract mark,1
6215,news corp australia,False,False,False,0.0,Abstract mark,1
